-5.693412,6.072593,-1.531541, 
-6.107608,6.06556,-0.484227, 
-5.559486,6.693739,-2.103755, 
-4.633678,6.94947,-2.702605, 
-4.335899,6.631789,-0.804601, 
-3.809025,6.725013,-3.558083, 
-5.636699,7.719355,-3.721338, 
-6.831406,8.103325,-4.635623, 
-5.668422,6.874352,-5.290587, 
-3.917662,5.114164,-4.563199, 
-3.27856,7.216573,-6.02007, 
-1.801188,8.553136,-6.950517, 
-2.96073,7.706187,-5.930438, 
-3.962404,4.94253,-6.542306, 
-2.776975,3.211971,-5.12404, 
-1.227627,3.920505,-7.023391, 
-0.581192,6.839636,-6.744466, 
-0.913538,7.888296,-6.868216, 
-2.004545,5.650765,-9.08809, 
-2.312799,3.94729,-6.969521, 
-1.971475,3.886537,-7.996035, 
-2.030433,6.079477,-9.544934, 
-2.389264,7.52722,-9.402628, 
-1.392976,5.365556,-10.212168, 
-2.277484,5.011363,-12.352135, 
-0.807145,3.69575,-10.492738, 
0.776619,4.72795,-13.981689, 
0.269198,1.969829,-13.759926, 
0.014216,3.356671,-13.944878, 
3.048268,3.194912,-14.685285, 
,,, 
-6.25545,7.640646,-0.197971, 
-6.28044,7.65546,-0.196773, 
-6.329072,7.410952,0.189292, 
-6.46614,7.42427,0.252738, 
-6.645556,7.441927,0.402226, 
-6.899042,7.562834,-0.050877, 
-6.787562,6.892757,-0.099509, 
-6.598869,6.667103,-0.071078, 
-6.55697,6.63957,0.401178, 
-6.17719,6.580463,0.337882, 
-5.929989,6.92433,-0.130185, 
-5.895722,6.909965,-0.179116, 
-6.281038,6.779481,-0.139911, 
-6.774992,6.309021,-0.110433, 
-7.767987,5.956026,-1.501464, 
-7.899968,5.014805,-2.883666, 
-8.001871,5.034408,-3.820248, 
-7.637054,5.399074,-1.653196, 
-6.477363,6.354959,-1.078887, 
-7.147291,7.175123,-2.146103, 
-7.982717,7.633613,-3.043479, 
-7.478588,7.831583,-5.675305, 
-6.94513,5.975927,-2.581847, 
-5.005827,4.36852,-2.90671, 
-5.551705,3.888632,-3.75336, 
-5.593154,4.016124,-2.072032, 
-8.44405,5.781398,-6.471527, 
-6.55697,6.38758,-3.961207, 
-4.44304,6.821529,-3.915268, 
-4.580706,7.086388,-7.884705, 
-3.319411,5.387403,-4.796334, 
-4.951209,3.927688,-6.909816, 
-3.547159,4.713136,-5.430798, 
-4.077774,4.726603,-6.359149, 
-4.804564,4.019715,-7.370849, 
-4.502296,2.922572,-5.134365, 
-4.209904,3.336919,-8.541464, 
-2.627936,3.4891,-7.957428, 
-1.861193,4.64924,-8.258948, 
-3.222745,3.754258,-10.530148, 
-1.499219,2.147749,-8.554183, 
-2.454655,2.249053,-10.491092, 
-2.488024,0.538845,-10.195109, 
0.050727,0.958429,-9.211092, 
-2.764405,0.669479,-12.99423, 
0.233584,0.306159,-10.195558, 
-0.989254,-1.6312,-14.531906, 
2.12216,-1.99856,-15.257349, 
0.664241,-0.709731,-16.855778, 
,,, 
-7.243807,6.684461,0.395791, 
-7.120655,6.578817,-0.267851, 
-6.844723,5.953631,1.204283, 
-6.707506,6.058527,0.525677, 
-6.823924,6.315904,0.013168, 
-7.31249,7.015759,-0.773626, 
-7.132925,6.692542,-0.85877, 
-7.368006,6.169558,-1.299752, 
-7.308899,5.142596,-2.846107, 
-7.167492,5.427805,-3.83162, 
-6.306178,5.205892,-2.607435, 
-6.558317,5.542726,-2.661604, 
-6.17734,5.757307,-2.723554, 
-6.309918,4.97575,-4.360589, 
-6.448483,5.291784,-2.219126, 
-6.988824,7.652317,-6.137386, 
-6.644807,5.358972,-4.948366, 
-3.909881,3.68303,-3.941754, 
-4.302081,3.93936,-5.4712, 
-5.306149,4.9138,-5.705682, 
-4.680215,6.363938,-5.631761, 
-3.351433,4.486584,-5.695955, 
-1.401356,3.018789,-5.798607, 
-1.698836,2.753631,-5.662586, 
-3.234716,4.813393,-9.595212, 
-4.585345,3.391536,-8.853608, 
-3.146131,4.834791,-7.655609, 
-4.674379,3.956269,-10.767772, 
-2.12231,3.43957,-8.052897, 
-5.274726,2.856731,-12.93243, 
-0.75552,2.298284,-7.042095, 
0.708235,2.778321,-10.401759, 
0.763451,1.399411,-10.633398, 
-1.499518,0.316633,-13.999496, 
-0.284461,0.178967,-15.115493, 
0.484826,0.581192,-14.529811, 
-0.349105,0.865504,-17.52406, 
,,, 
-6.350919,7.479336,-0.069133, 
-6.223428,7.524826,-0.2065, 
-6.433369,7.445518,-0.068833, 
-6.464494,7.309797,0.066888, 
-6.489484,7.261165,-0.124648, 
-6.996007,7.278822,-0.266355, 
-6.830657,6.923582,0.428263, 
-6.760627,6.949919,0.079158, 
-6.86268,6.560861,0.358532, 
-6.660669,6.085312,1.000477, 
-6.772897,6.236895,0.504728, 
-7.18485,6.682666,-0.318429, 
-7.31668,6.768408,-0.072275, 
-7.073968,6.519112,-0.502333, 
-6.852804,6.386683,-2.003049, 
-7.120954,5.820304,-2.246659, 
-6.715137,5.43409,-2.067393, 
-6.776489,5.660342,-3.290681, 
-7.307852,5.690419,-2.472462, 
-7.856124,6.006304,-2.936189, 
-7.033416,6.067206,-4.450971, 
-7.019799,3.397073,-4.337844, 
-6.458808,1.339855,-6.095039, 
-4.226215,4.69084,-0.261567, 
-3.567211,8.459463,-4.599261, 
-4.374805,7.091176,-5.351789, 
-4.339491,2.674473,-8.503755, 
-4.527585,3.08867,-4.863222, 
-5.121796,3.867085,-6.527043, 
-3.930082,4.140173,-6.720075, 
-2.961627,4.206014,-8.448389, 
-3.551499,3.693655,-8.893561, 
-4.004452,3.482965,-9.850943, 
-1.63913,1.985092,-8.943989, 
-2.462586,2.776526,-9.295787, 
-2.01083,2.130989,-11.135881, 
-2.286014,1.062577,-12.698247, 
-0.155623,1.685069,-12.240057, 
,,, 
-6.413168,7.412897,-0.046537, 
-6.547992,7.25892,0.041001, 
-6.503998,7.308151,0.071826, 
-6.677578,7.26745,0.151433, 
-6.602759,7.01142,0.415244, 
-6.460753,6.853851,0.377685, 
-6.477662,7.006781,0.46238, 
-6.699575,6.971915,0.451008, 
-6.850559,6.855198,0.182259, 
-7.467964,6.557569,0.051775, 
-7.764097,6.083367,0.289998, 
-7.40766,5.857714,-0.207996, 
-7.376535,6.901586,-1.724723, 
-7.090877,7.193229,-1.249324, 
-7.021146,6.335656,-0.138265, 
-6.202778,5.373486,-0.992846, 
-7.668029,5.743241,-3.895665, 
-7.875577,5.130475,-2.619107, 
-8.471134,3.702483,-4.228908, 
-6.246023,1.955614,-1.775749, 
-5.984906,4.945822,-4.27769, 
-6.030545,7.09402,-2.016666, 
-7.078756,6.067356,-5.401618, 
-3.891027,3.64592,-2.282871, 
-4.819528,3.169175,-6.446238, 
-4.456507,3.561225,-5.209334, 
-5.791125,3.843741,-6.293159, 
-2.218377,1.632995,-9.957335, 
-5.130176,0.364068,-5.633557, 
-4.922928,2.03133,-11.940183, 
-1.531691,1.609203,-8.096741, 
-2.857031,-0.003891,-11.124059, 
-1.651101,-0.617255,-11.937938, 
-1.276558,-0.550816,-13.034483, 
-0.352397,-3.143886,-14.670471, 
-0.026785,-2.360084,-16.393997, 
,,, 
-6.616077,7.437587,0.07437, 
-6.577919,7.316082,0.034716, 
-6.667253,7.08564,0.210989, 
-6.614581,6.964134,0.415095, 
-6.880786,7.267749,0.518644, 
-7.125294,6.848614,0.436643, 
-6.868366,6.3174,0.452654, 
-6.848913,6.515072,0.211887, 
-6.971167,6.300192,-0.09517, 
-7.168539,6.092046,-0.860566, 
-6.792799,5.538836,-0.417788, 
-7.237073,6.438308,-2.369063, 
-7.245453,6.171055,-2.214936, 
-7.066187,6.393865,-4.687548, 
-5.965453,4.219631,-4.952855, 
-2.558204,1.852663,-3.210026, 
-0.233285,3.058892,-1.084723, 
-9.131036,6.729951,-5.845294, 
-4.491822,4.742315,-6.013786, 
-1.269974,0.237176,-5.369147, 
-7.625083,3.410391,-10.541071, 
-1.520318,2.504036,-7.583035, 
-3.362207,2.998738,-10.958111, 
-0.719458,0.772429,-9.722554, 
-1.429937,1.693449,-12.520478, 
-1.678335,1.806874,-12.65171, 
1.092654,-0.183156,-13.901633, 
-1.208324,-0.914735,-17.19351, 
,,, 
-6.607548,7.39539,-0.015862, 
-6.532729,7.359776,-0.065092, 
-6.509236,7.343166,0.07437, 
-6.477064,7.343016,0.047435, 
-6.63553,7.189788,0.071527, 
-6.642713,6.958897,0.312144, 
-6.946178,7.354539,0.364517, 
-6.942287,7.083695,0.965911, 
-7.085939,6.46195,0.325312, 
-6.911162,5.807286,0.632069, 
-7.012317,6.265476,0.222511, 
-6.690746,6.78008,-1.123928, 
-6.698827,7.10195,-2.237681, 
-7.54802,6.170606,-1.80448, 
-6.966229,5.090073,-3.058892, 
-6.761824,5.085434,-4.784812, 
-7.600692,5.741146,-2.713229, 
-7.618799,4.715231,-0.724096, 
-5.847089,5.001338,-7.302465, 
-4.65343,5.190031,-5.265149, 
-4.691588,3.137152,-5.810129, 
-6.125266,4.699818,-5.771073, 
-3.642179,1.652598,-7.005883, 
-4.49257,3.845537,-5.616049, 
-4.475661,2.451812,-9.208848, 
-2.629881,0.62773,-6.378752, 
-3.021333,0.789638,-9.820417, 
-3.257162,1.438017,-11.742512, 
-1.550694,0.532261,-10.242844, 
-2.567033,0.378583,-13.265074, 
-0.638504,-0.95364,-16.559795, 
,,, 
-6.616227,7.329699,0.254683, 
-6.492177,7.414992,0.156222, 
-6.635231,7.318027,0.370952, 
-6.398055,7.441777,0.36751, 
-6.494571,7.208193,0.862362, 
-6.738331,7.115567,0.546776, 
-6.424691,7.195623,1.033996, 
-6.306776,7.17632,0.484826, 
-6.648249,7.136217,1.187225, 
-7.160159,6.364087,0.758064, 
-8.240543,6.045958,0.198719, 
-7.95698,5.774665,0.827346, 
-7.478139,5.240907,0.3096, 
-6.2969,4.830003,-2.130091, 
-6.927473,7.174225,-6.588244, 
-7.179762,4.981436,-0.542736, 
-7.084592,4.017919,-4.549731, 
-5.140052,5.18195,-3.255965, 
-4.493468,7.105542,-6.356156, 
-7.082198,3.999963,-5.906196, 
-3.252224,1.530493,-7.790283, 
-3.411139,4.81474,-5.659593, 
-2.941875,1.918504,-7.846248, 
-2.926313,2.62614,-11.539603, 
-2.79134,1.643619,-7.798064, 
-3.595343,1.868824,-11.195287, 
-3.725976,2.100313,-12.143092, 
-0.742502,1.664868,-14.524574, 
-1.256806,0.925658,-16.547525, 
,,, 
-6.762872,7.037008,-0.280122, 
-6.827964,7.309647,0.061052, 
-6.9987,7.117962,-0.236278, 
-6.97835,6.98254,0.038008, 
-6.667253,6.886323,-0.257676, 
-7.020099,7.115268,-0.839168, 
-7.064541,7.256077,-0.511461, 
-7.106439,7.125144,-0.499939, 
-7.215825,6.672341,-0.133327, 
-7.031471,6.44549,0.521038, 
-7.554454,5.97069,-0.177919, 
-7.877821,5.826739,-0.50368, 
